SITE_ID,UID,VISIT_NO,REF_NWCA,NWCA_ECO4,NWCA_WET_GRP,TOTN_SPP,TOTN_FAM,H_ALL,J_ALL,D_ALL,TOTN_NATSPP,TOTN_INTRSPP,H_NAT,J_NAT,D_NAT,N_GRAMINOID,N_FORB,N_HERB,N_SHRUB,N_TREE,N_ANNUAL,N_PERENNIAL,FREQ_SUBMERGED_AQ,FREQ_FLOATING_AQ,FREQ_VTALL_VEG,FREQ_TALL_VEG,FREQ_HMED_VEG,FREQ_MED_VEG,FREQ_SMALL_VEG,FREQ_VSMALL_VEG,FREQ_H2O,FREQ_LITTER,FREQ_EXPOSED_SOIL,FREQ_EXPOSED_GRAVEL,XABCOV_AC,ELEVMAX_200M,ELEVMEAN_200M,ELEVMIN_200M,PCVPY_PT,PIP_PT,PMAX_PT,PMEAN_PT,PMIN_PT,TIP_PT,TMAX_PT,TMAXSD_PT,TMEAN_PT,TMEANPW_PT,TMEANPY_PT,TMEANSD_PT,TMIN_PT,TMINSD_PT,pH_All_Layers,pH_Upper_Layer
NWCA11-1608,4950,1,L,CPL,PRLH,8,8,1.6108,0.7746,0.7403,7,0,1.4827,0.762,0.7137,2,4,6,0,0,1,6,0,100,0,0,0,0,100,100,0,100,100,0,0,0.83,0.487,0,0.51534,66.715,18.501,158.044,10.152,27.211,24.85,0.498,19.901,10.232,20.559,0.473,14.95,0.537,,
NWCA11-1608,4951,2,L,CPL,PRLH,10,9,1.9928,0.8655,0.8288,10,0,1.9928,0.8655,0.8288,2,6,8,0,0,0,9,0,0,0,0,0,0,100,100,0,100,100,0,0,1.75,1.262,1.12,0.817971,60.822,19.657,130.182,6.357,26.457,24.49,0.619,19.218,8.95,19.468,0.519,13.95,0.587,6,6
NWCA11-1610,4952,1,I,CPL,PRLW,13,13,2.1011,0.8192,0.8333,11,1,2.1528,0.8978,0.8663,0,1,1,0,4,0,13,0,0,0,60,80,100,60,80,0,100,0,0,1,0.26,7.00E-03,0,0.808108,71.221,20.153,156.564,7.666,27.426,24.61,0.512,20.876,11.377,21.185,0.421,17.14,0.397,,
NWCA11-1611,4879,2,I,CPL,PRLW,23,19,1.7262,0.5505,0.7539,20,0,1.7016,0.568,0.7517,2,3,5,0,7,0,21,0,100,20,100,100,60,0,100,0,100,0,0,0,1.71,0.596,8.00E-02,0.658913,83.437,18.853,169.326,10.737,27.372,25.25,0.606,20.624,11.248,21.158,0.5,16,0.506,,
NWCA11-1611,4880,1,I,CPL,PRLW,22,16,2.6284,0.8503,0.9114,20,1,2.5983,0.8673,0.9101,1,1,2,0,10,0,21,0,100,0,80,100,100,100,100,80,40,20,0,0.2,0.87,3.00E-02,0,1.15514,8.937,11.47,57.211,0.019,16.586,19.98,0.486,14.407,9.422,13.834,0.424,8.84,0.542,6.55,6.55
NWCA11-1612,4953,1,I,CPL,PRLW,8,4,1.8513,0.8903,0.824,7,1,1.6858,0.8663,0.7869,5,0,5,0,0,0,8,0,0,0,0,0,0,100,100,0,100,0,0,43,0.51,0.433,-4.00E-02,0.288268,59.62,11.079,111.93,7.434,22.443,17.69,0.651,12.484,0.377,12.955,0.65,7.28,0.845,4.733333333,4.733333333
NWCA11-1613,4954,1,L,CPL,EH,2,2,0.6931,0.9999,0.5,2,0,0.6931,0.9999,0.5,2,0,2,0,0,0,2,0,0,0,0,0,0,100,0,100,0,0,0,0,0.57,0.366,0.32,0.837992,82.107,19.713,165.37,10.403,26.089,24.39,0.487,19.724,8.95,19.404,0.428,15.06,0.522,5.6,5.6
NWCA11-1614,3888,1,I,CPL,EH,5,4,1.0878,0.6759,0.6321,3,2,0.1029,0.0937,0.0385,2,1,3,0,0,1,4,100,0,0,0,0,100,100,0,100,0,0,0,100,1.07,0.794,0,0.485523,58.222,11.063,106.465,7.449,23.194,18.35,0.539,13.804,1.993,14.599,0.496,9.25,0.546,4.7,4.566666667
NWCA11-1617,3880,1,I,CPL,PRLH,4,3,0.9534,0.6877,0.5689,3,1,0.4894,0.4455,0.2483,2,1,3,0,0,1,3,0,0,0,0,0,60,60,60,100,60,60,0,37,15.27,14.811,14.53,1.12791,6.609,9.01,45.431,6.10E-02,22.062,23.79,0.681,16.618,8.73,15.942,0.442,9.44,0.627,6.966666667,6.966666667
NWCA11-1618,4055,1,M,CPL,EH,3,2,0.6744,0.6139,0.4048,2,1,0.3589,0.5178,0.2051,2,1,3,0,0,0,3,0,0,0,0,0,100,100,0,0,0,0,0,100,0.7,0.492,0.28,0.745466,69.306,15.9,128.984,7.97,25.027,22.08,0.553,17.009,4.513,16.396,0.533,11.93,0.595,5.45,5.133333333
NWCA11-1622,3654,1,L,CPL,EH,4,3,0.5585,0.4029,0.2908,3,1,0.4166,0.3792,0.2373,2,1,3,0,0,0,4,0,0,0,0,0,0,40,100,0,0,0,0,2,0.82,0.685,0.56,0.794011,75.171,18.511,165.19,9.758,26.172,24.68,0.496,19.677,9.009,19.508,0.424,14.68,0.503,,
NWCA11-1626,4955,1,L,CPL,EH,3,3,0.7792,0.7093,0.4865,3,0,0.7792,0.7093,0.4865,1,0,1,0,0,0,3,100,0,0,0,0,0,40,0,100,40,0,0,0,0.43,0.411,-0.02,0.731539,76.66,18.52,161.822,10.013,27.57,24.75,0.485,20.702,10.653,20.904,0.413,16.66,0.456,,
NWCA11-1627,4878,1,L,CPL,PRLW,35,23,2.6879,0.756,0.8889,29,2,2.4901,0.7395,0.8672,3,7,10,0,5,1,30,0,0,20,100,100,100,100,100,0,80,80,0,4.2,0.62,0.471,0,0.765516,74.782,18.604,165.059,9.826,26.144,24.72,0.5,19.652,9.002,19.475,0.419,14.58,0.497,,
NWCA11-1629,4956,1,L,CPL,EH,6,4,1.3478,0.7522,0.7084,6,0,1.3478,0.7522,0.7084,3,1,4,0,0,1,4,0,0,0,0,0,20,40,80,0,60,0,0,0,1.32,0.818,4.00E-02,0.522874,57.998,18.28,156.485,9.883,27.138,24.66,0.484,20.032,10.415,20.755,0.498,15.4,0.643,,
NWCA11-1630,3886,1,I,CPL,EH,5,4,1.0295,0.6397,0.596,4,1,0.6168,0.4449,0.3313,2,2,4,0,0,0,5,100,0,0,0,0,0,100,100,100,0,0,0,64.6,0.27,0.218,-6.00E-02,0.756539,67.126,18.842,161.023,9.676,27.192,24.83,0.493,20.524,10.838,20.952,0.497,16.22,0.646,,
NWCA11-1631,4957,1,M,CPL,PRLW,10,9,1.9963,0.867,0.8442,9,0,1.8641,0.8484,0.8175,0,2,2,0,2,0,10,0,0,0,0,100,0,100,20,0,100,80,0,0,2.68,0.755,0.32,0.461595,59.529,11.097,109.757,7.583,23.692,19.6,0.632,14.233,1.75,14.617,0.603,8.87,0.727,4.7,4.333333333
NWCA11-1632,4877,1,I,CPL,PRLH,17,14,1.4464,0.5105,0.5845,13,0,1.1654,0.4544,0.5008,3,5,8,1,4,0,13,0,100,0,0,20,40,40,100,100,100,60,0,0,0.65,0.291,8.00E-02,0.421188,74.687,10.783,113.001,7.559,23.752,18.89,0.64,14.428,1.653,14.338,0.546,9.96,0.511,4.533333333,5.15
NWCA11-1633,3864,1,L,CPL,EH,4,4,0.915,0.66,0.4719,4,0,0.915,0.66,0.4719,1,1,2,0,0,0,4,0,0,0,0,0,20,100,100,100,100,0,0,0,13.92,10.183,6.02,0.666843,61.318,18.191,130.899,5.581,27.207,27.5,0.49,21.345,12.305,21.311,0.516,15.19,0.678,4.366666667,4.366666667
NWCA11-1634,4054,1,M,CPL,EH,3,3,0.0869,0.0791,0.0311,2,1,0.3768,0.5436,0.2188,1,0,1,0,0,0,3,0,0,0,0,0,100,100,0,0,0,0,0,100,619.02,607.564,603.3,0.932038,37.335,6.66,31.748,0.456,17.124,13.78,1.26,6.014,-12.968,4.245,1.145,-1.75,1.097,8.96,9.066666667
NWCA11-1635,3931,1,M,CPL,EH,5,4,0.4802,0.2984,0.2139,3,2,0.598,0.5443,0.328,1,3,4,0,0,0,5,100,0,0,0,0,100,100,0,100,0,0,0,104,547.37,542.303,539.78,0.767075,28.858,10.19,61.531,1.283,17.821,12.28,1.185,6.471,-12.19,5.23,1.015,0.66,0.962,7.85,7.8
NWCA11-1636,4871,1,I,CPL,PRLW,54,38,2.8698,0.7194,0.8851,49,1,2.8069,0.7212,0.8811,6,10,16,3,11,1,47,0,0,0,100,100,80,80,80,40,100,100,0,1.2,1.53,0.167,-0.15,0.307934,56.703,11.069,109.862,7.405,22.449,17.31,0.631,12.508,0.57,13,0.641,7.7,0.785,4.3,4.3
NWCA11-1637,4958,1,L,CPL,EH,5,3,0.9401,0.5841,0.4814,4,0,0.881,0.6355,0.4675,5,0,5,0,0,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,1.16,1.111,1.11,0.286655,64.068,11.276,112.723,7.47,22.346,18.19,0.692,12.56,0.398,13.126,0.6,6.93,0.638,5.65,5.65
NWCA11-1638,3655,1,L,CPL,EH,9,7,0.5004,0.2277,0.1939,9,0,0.5004,0.2277,0.1939,2,2,4,0,0,0,7,0,0,0,0,0,0,100,0,0,0,0,0,0,43.04,40.183,39.43,0.698482,62.181,19.062,125.503,5.126,27.556,28.63,0.492,22.693,14.673,22.575,0.49,16.75,0.668,4.433333333,4.433333333
NWCA11-1639,4870,1,M,CPL,PRLW,25,18,1.6153,0.5018,0.6298,25,0,1.6153,0.5018,0.6298,1,0,1,0,6,0,25,0,0,0,100,100,100,100,100,0,100,100,0,0,1187.11,1186.63,1186.01,1.24347,2.947,1.78,13.101,0.185,20.105,20.32,0.963,11.519,1.678,11.484,0.704,2.72,0.839,8.3,8.3
NWCA11-1642,5118,1,L,CPL,EH,3,2,0.9981,0.9085,0.6086,3,0,0.9981,0.9085,0.6086,3,0,3,0,0,0,3,0,0,0,0,0,0,100,0,0,0,0,0,0,1.72,0.817,0.1,1.19289,7.462,8.621,44.944,3.60E-02,20.053,22.39,0.547,15.87,8.916,15.145,0.474,9.35,0.644,4.5,4.65
NWCA11-1643,3885,1,I,CPL,EW,12,9,1.8912,0.7611,0.7956,10,2,1.7444,0.7576,0.7613,3,2,5,1,2,0,12,20,0,0,0,0,80,100,100,20,80,80,0,24,3.11,1.307,6.00E-02,0.27781,59.223,11.65,119.612,8.159,20.252,15.28,0.632,10.795,-0.857,11.876,0.692,6.31,0.837,5.12,5.12
NWCA11-1645,3887,1,M,CPL,EH,6,6,0.6828,0.3811,0.3088,1,4,0,0,0,1,2,3,0,2,0,6,0,0,0,0,0,100,100,100,100,0,0,0,119.8,1.46,1.36,1.22,0.81844,15.893,15.041,121.835,7.154,28.855,24.7,0.537,21.265,12.238,21.546,0.405,17.83,0.454,6.4,6.2
NWCA11-1646,3656,1,M,CPL,EH,3,3,1.0977,0.9992,0.6661,1,2,0,0,0,1,1,2,0,1,0,3,100,20,0,0,0,0,80,60,100,0,0,0,100.4,1.95,1.708,1.51,1.48859,16.132,13.648,67.973,2.827,28.933,27.36,0.524,23.24,16.472,23.766,0.502,19.12,0.544,7.785714286,7.76
NWCA11-1648,4869,1,I,CPL,PRLH,27,17,2.463,0.7473,0.8739,15,4,1.9127,0.7063,0.8133,4,7,11,0,2,5,12,0,0,0,0,0,0,80,100,0,100,100,0,6.32,1.01,0.38,-0.1,0.421188,74.687,10.741,112.871,7.553,23.752,18.85,0.64,14.414,1.653,14.338,0.546,9.98,0.511,4.72,
NWCA11-1649,5270,1,L,CPL,EH,5,4,1.5071,0.9364,0.7612,5,0,1.5071,0.9364,0.7612,2,0,2,0,0,0,5,0,0,0,0,0,0,100,100,0,0,0,0,0,1.19,0.298,-0.11,0.622731,47.813,16.825,123.768,6.435,26.796,24.18,0.529,18.992,8.54,19.504,0.549,13.81,0.677,6.5,6.5
NWCA11-1651,5110,1,I,CPL,PRLW,10,8,1.9657,0.8537,0.8447,7,1,1.4669,0.7538,0.7299,2,1,3,0,3,0,9,0,0,0,0,0,100,100,100,0,100,0,0,20,0.32,0.251,-0.12,1.0806,88.506,17.353,143.201,3.926,28.136,28.91,0.494,23.674,17.045,23.78,0.475,18.44,0.694,5.5,5.5
NWCA11-1653,5111,1,L,CPL,EH,3,3,0.1448,0.1318,0.0543,3,0,0.1448,0.1318,0.0543,1,0,1,0,0,0,3,0,0,0,0,0,0,100,0,0,0,0,0,0,12.66,1.939,-0.3,0.719491,84.755,12.759,118.074,7.885,24.523,21.01,0.636,15.137,3.217,15.626,0.607,9.26,0.73,6.633333333,6.633333333
NWCA11-1654,5112,1,L,CPL,EH,5,5,0.7803,0.4848,0.4047,5,0,0.7803,0.4848,0.4047,2,1,3,0,0,0,5,0,0,0,0,0,0,20,100,100,0,0,0,0,1.15,0.883,7.00E-02,0.240966,62.886,11.743,122.698,8.403,20.936,15.98,0.635,11.115,-1.088,11.785,0.614,6.25,0.682,4.96,4.96
NWCA11-1658,4757,1,L,CPL,EH,3,2,0.694,0.6317,0.4098,2,1,0.5465,0.7884,0.3607,3,0,3,0,0,0,3,100,0,0,0,0,0,60,100,100,0,0,0,4.4,0.45,8.00E-02,0,0.778804,65.69,18.423,144.143,8.575,25.564,20.91,0.52,17.176,5.747,17.024,0.539,13.44,0.617,6.2,6.2
NWCA11-1659,5113,1,L,CPL,PRLW,17,16,2.3168,0.8177,0.8574,14,1,2.1077,0.7987,0.8298,2,1,3,0,7,0,17,0,0,0,60,100,100,80,100,60,100,0,0,7,1.1,0.581,0.1,0.641963,62.211,18.948,144.533,8.727,25.197,21.09,0.588,17.064,5.575,16.749,0.565,13.04,0.815,5.1,5.1
NWCA11-1660,4868,1,M,CPL,PRLH,31,18,2.6581,0.7741,0.8906,14,8,2.0862,0.7905,0.8369,7,9,16,0,2,3,18,0,0,0,0,20,20,100,100,0,100,100,0,46,1.52,1.52,1.52,0.739083,32.749,16.523,143.779,8.026,27.491,24.87,0.506,20.555,11.31,20.91,0.433,16.24,0.504,5.9,4.9
NWCA11-1661,3657,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,0,100,0,0,0,0,1.15,0.078,0,1.12833,8.04,14.743,72.338,1.80E-02,17.09,20.78,0.566,14.45,8.973,13.955,0.532,8.12,0.713,7.4,7.4
NWCA11-1662,5114,1,I,CPL,PRLH,9,4,1.5379,0.6999,0.7208,8,1,1.498,0.7204,0.7154,7,2,9,0,0,1,8,0,0,0,0,0,0,100,100,100,100,0,0,1,0.74,0.249,-5.00E-02,0.796455,86.943,19.893,163.202,9.587,26.949,25.48,0.493,20.493,10.958,20.834,0.465,15.51,0.561,,
NWCA11-1663,4867,1,I,CPL,PRLW,50,31,3.0106,0.7696,0.9115,40,3,2.9123,0.7895,0.9054,4,15,19,1,10,2,41,0,0,40,80,100,100,100,100,0,100,100,0,1.6,5.13,4.662,3.67,0.620496,66.254,17.941,126.045,5.824,27.246,28.22,0.51,22.401,14.743,22.424,0.474,16.58,0.551,7.3,7.1
NWCA11-1664,4866,1,I,CPL,PRLW,44,25,3.1027,0.8199,0.9408,38,2,3.0192,0.83,0.9369,4,9,13,1,7,2,35,0,0,0,0,100,100,100,100,0,100,0,0,0.67,390.94,387.654,386.45,0.595642,6.131,3.766,23.879,0.785,17.718,16.76,0.882,10.058,-0.928,9.002,0.796,3.35,0.812,6.82,7.6
NWCA11-1665,3930,1,M,CPL,EH,4,4,0.4622,0.3334,0.2087,3,1,0.9558,0.87,0.5854,1,2,3,0,0,0,4,0,0,0,0,0,100,100,0,0,0,0,0,100,3.72,2.42,0.82,1.2483,5.284,9.597,48.449,0.039,17.082,19.63,0.575,14.849,10.496,14.516,0.411,10.07,0.469,6.933333333,6.933333333
NWCA11-1666,5115,1,L,CPL,EH,4,2,1.0789,0.7783,0.6126,4,0,1.0789,0.7783,0.6126,4,0,4,0,0,0,4,0,0,0,0,0,0,100,0,0,100,0,0,0,1891.9,1872.71,1865.39,0.587664,26.149,7.815,49.887,2.347,12.979,10.74,0.852,4.559,-5.639,3.669,0.93,-1.63,1.257,5.125,5.2
NWCA11-1667,5451,1,M,CPL,PRLW,13,12,1.8776,0.732,0.8018,9,3,1.7135,0.7798,0.7816,1,4,5,0,2,0,11,0,60,0,0,100,0,100,100,40,100,100,0,127,0.3,0.221,0,0.966854,87.567,19.867,142.263,4.01,27.812,27.64,0.738,23.252,15.309,22.451,0.584,18.86,0.727,7.25,7.25
NWCA11-1668,4865,1,I,CPL,PRLW,54,34,3.1683,0.7943,0.9346,46,1,3.0732,0.8027,0.9306,6,11,17,3,9,0,48,0,0,100,100,100,100,100,100,20,100,100,0,0.4,1.19,0.426,0,0.709814,47.549,17.591,126.687,5.403,26.677,25.16,0.553,19.636,9.528,19.982,0.563,14.11,0.687,3.2,3.2
NWCA11-1669,3881,1,I,CPL,EW,6,4,1.4894,0.8312,0.7403,5,1,1.2535,0.7788,0.6707,2,1,3,0,0,1,5,0,0,0,0,0,0,100,100,20,100,0,0,38,0.99,0.161,0,1.12833,8.04,14.773,72.62,1.80E-02,17.09,20.95,0.566,14.473,8.973,13.955,0.532,7.99,0.713,6.766666667,6.766666667
NWCA11-1670,5452,1,M,CPL,EH,5,4,1.3723,0.8527,0.701,5,0,1.3723,0.8527,0.701,3,1,4,0,0,1,4,0,0,0,0,0,0,80,100,0,100,60,0,0,2270.01,2268.54,2266.58,0.444932,14.194,4.369,33.349,2.173,10.268,10.13,0.96,1.613,-10.597,0.801,0.806,-6.9,0.779,7.466666667,7.3
NWCA11-1673,3890,1,M,CPL,EH,5,4,1.2477,0.7752,0.6633,4,1,1.167,0.8418,0.6484,2,1,3,0,0,0,5,40,20,0,0,0,0,0,0,100,0,0,0,1,1.52,1.52,1.52,0.732167,35.17,16.263,144.032,7.978,27.49,23.77,0.485,20.144,11.317,21.034,0.401,16.52,0.521,7.3,7.45
NWCA11-1674,4864,1,I,CPL,PRLW,37,27,2.6326,0.7291,0.8733,26,3,2.3393,0.718,0.8232,4,5,9,2,4,1,27,0,0,0,80,100,100,100,100,0,100,100,0,36,5.03,2.822,2.2,0.48227,58.511,21.192,156.176,8.376,26.598,26.18,0.571,19.937,9.168,19.49,0.53,13.7,0.645,3.9,3.9
NWCA11-1675,5453,1,M,CPL,EH,10,9,0.6829,0.2966,0.2805,7,3,1.7028,0.8751,0.7933,2,3,5,0,1,0,10,100,60,0,0,0,0,100,100,0,0,0,0,72.22,0.3,0.194,0,0.312583,74.086,11.006,119.959,7.484,21.806,15.98,0.791,11.936,3.40E-02,12.886,0.705,7.89,0.651,3.7,3.7
NWCA11-1676,5454,1,M,CPL,PRLW,16,13,2.4651,0.8891,0.8972,14,1,2.294,0.8692,0.8759,3,3,6,0,5,2,14,0,0,0,0,80,60,100,100,0,100,40,0,20,0.62,0.561,0.52,0.576359,47.929,17.008,126.488,5.945,26.519,25.46,0.52,19.245,8.487,19.258,0.523,13.03,0.612,6.933333333,6.933333333
NWCA11-1677,3659,1,L,CPL,EW,7,6,0.8477,0.4356,0.4942,7,0,0.8477,0.4356,0.4942,2,1,3,0,0,0,6,0,0,0,0,0,0,40,0,100,0,0,0,0,0.45,0.193,5.00E-02,0.660587,66.041,15.731,130.023,8.259,24.457,21.55,0.586,16.857,4.317,16.084,0.564,12.17,0.658,4.15,4.133333333
NWCA11-1678,5455,1,I,CPL,EH,8,5,1.7895,0.8606,0.8038,7,1,1.6169,0.8309,0.7568,4,2,6,0,0,0,7,20,0,0,0,0,0,80,80,0,80,40,0,27,3.62,0.397,0,0.835909,85.487,19.867,139.052,3.919,27.767,27.96,0.48,23.486,16.313,23.524,0.467,19.02,0.555,4.7,4.7
NWCA11-1680,5456,1,M,CPL,EH,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,100,0,0,100,0,0,0,100,1.34,0.977,0,0.387325,55.016,11.66,112.869,7.633,23.3,18.39,0.588,13.79,1.71,14.34,0.564,9.19,0.636,5.14,4.45
NWCA11-1681,5457,1,M,CPL,PRLW,6,6,1.234,0.6887,0.663,3,3,0.1491,0.1357,0.0564,1,2,3,0,2,0,6,0,0,0,60,60,0,0,100,0,100,100,0,72.4,93.65,92.31,91.29,0.792674,53.497,13.68,129.045,7.358,24.047,20.21,0.701,14.4,1.047,14.906,0.582,8.59,0.616,7.4,7.4
NWCA11-1683,3932,1,M,CPL,EH,3,3,0.243,0.2212,0.1077,1,2,0,0,0,1,1,2,0,0,0,3,40,0,0,0,0,100,100,40,0,0,0,0,105,455.9,455.087,454.35,0.699016,38.416,9.32,51.984,1.073,16.841,10.27,1.312,4.39,-14.677,3.419,1.178,-1.49,1.152,,
NWCA11-1685,3660,1,I,CPL,EH,10,7,1.5063,0.6542,0.7229,9,1,1.2597,0.5733,0.6178,2,1,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,60,2.78,2.299,-0.27,0.342809,44.277,13.057,126.55,9.116,19.09,14.2,0.628,9.864,-1.167,11.117,0.616,5.53,0.652,5.15,5.2
NWCA11-1690,5458,1,I,CPL,PRLH,12,11,2.1856,0.8796,0.8752,9,2,1.8392,0.8371,0.8236,2,4,6,0,4,0,10,0,100,0,0,100,20,100,100,100,100,20,0,56.4,1.52,1.517,1.45,0.804039,15.188,15.249,128.106,7.572,28.673,25.13,0.596,21.116,12.282,21.484,0.42,17.11,0.459,7.525,7.466666667
NWCA11-1691,5459,1,L,CPL,EH,6,3,0.864,0.4822,0.4031,6,0,0.864,0.4822,0.4031,3,2,5,0,0,0,4,0,0,0,0,0,0,20,20,100,20,20,0,0,18.05,2.101,-0.19,0.347606,44.332,11.751,111.481,7.493,18.672,14.11,0.568,10.365,-0.348,10.916,0.543,6.62,0.628,4.3,4.3
NWCA11-1694,5460,1,I,CPL,EH,6,4,1.5437,0.8616,0.746,6,0,1.5437,0.8616,0.746,3,2,5,0,0,0,6,0,0,0,0,0,0,100,100,100,100,0,0,0,1.8,1.343,0,0.322195,76.405,11.663,112.571,6.58,22.357,16.31,0.602,12.343,0.155,12.828,0.546,8.38,0.544,3.666666667,3.666666667
NWCA11-1695,4863,1,I,CPL,PRLH,8,7,1.3643,0.6561,0.616,6,1,0.9082,0.5069,0.4238,2,4,6,0,1,0,5,0,100,0,0,0,0,0,100,60,20,100,0,15,112.87,105.996,97.43,0.185076,68.053,12.188,126.921,8.974,19.398,15.18,0.603,9.844,-3.087,10.124,0.561,4.51,0.597,5.125,5
NWCA11-1696,4862,1,I,CPL,EH,7,3,1.4616,0.7511,0.7193,6,1,1.2087,0.6746,0.6317,6,1,7,0,0,0,7,0,0,0,0,0,20,100,0,100,40,0,0,15.6,0.53,0.147,-0.21,0.740641,79.61,11.51,116.887,8.203,23.9,19.51,0.603,15.206,2.83,15.255,0.512,10.91,0.542,4.68,4.766666667
NWCA11-1697,3661,1,L,CPL,EH,3,2,0.695,0.6326,0.4951,2,1,0.6871,0.9913,0.494,2,1,3,0,0,0,3,100,20,0,0,0,0,100,0,100,0,0,0,0.2,2148.25,2141.17,2137.15,0.545608,28.648,8.613,59.305,3.391,11.189,8.92,0.896,2.608,-6.567,2.48,0.947,-3.7,1.174,5.42,5.266666667
NWCA11-1698,4861,1,I,CPL,PRLW,40,28,3.0843,0.8361,0.9398,35,3,2.9917,0.8415,0.933,0,2,2,1,15,0,38,0,0,60,100,80,100,100,100,0,100,60,0,20,1.3,0.761,-4.00E-02,0.286655,64.068,11.256,112.614,7.454,22.346,18.2,0.692,12.59,0.398,13.126,0.6,6.98,0.638,3.7,3.7
NWCA11-1700,4860,1,I,CPL,PRLW,29,22,1.8904,0.5614,0.7722,26,1,1.871,0.5743,0.7706,1,5,6,1,8,0,27,0,0,0,60,80,100,100,100,0,100,60,0,0.4,1.32,1.198,0.11,0.383384,79.786,10.285,109.327,6.916,22.999,18.63,0.715,13.096,0.311,13.501,0.614,7.56,0.578,5,5
NWCA11-1701,5461,1,M,CPL,PRLW,17,13,2.6293,0.928,0.9198,11,5,2.218,0.925,0.8835,3,3,6,1,1,0,15,0,0,0,0,0,100,100,100,0,100,0,0,97,560.08,555.523,553.45,0.608224,38.687,8.765,43.873,1.087,16.774,11.88,1.213,5.511,-12.705,3.918,1.07,-0.86,1.009,,
NWCA11-1703,5489,1,L,CPL,PRLH,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,100,0,0,0,0,0,100,100,100,0,0,0,0,0.3,0.14,0,1.12249,89.002,19.222,138.884,3.478,28.218,28.65,0.498,23.687,17.342,24.008,0.501,18.72,0.76,6.4,6.4
NWCA11-1704,4856,1,I,CPL,PRLW,20,16,1.5453,0.5158,0.6102,19,1,1.5349,0.5213,0.6088,0,1,1,0,10,0,19,0,0,0,20,100,100,100,100,0,100,0,0,0.2,8.65,3.021,0,0.395272,44.522,15.21,133.591,7.603,15.027,11.19,0.673,6.837,-4.268,7.955,0.723,2.48,0.908,5.6,5.6
NWCA11-1705,3933,1,I,CPL,EH,3,2,0.8982,0.8176,0.5277,3,0,0.8982,0.8176,0.5277,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,80,0,0,0,0,0.76,0.675,0.53,0.441402,71.331,10.773,112.252,7.555,23.761,18.7,0.628,14.572,1.953,14.544,0.536,10.44,0.548,5.725,5.3
NWCA11-1707,4756,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,0,4,0.497,8.00E-02,0.832315,83.416,20.404,162.35,8.53,27.041,25.49,0.511,20.546,11.107,20.881,0.448,15.6,0.494,,
NWCA11-1708,4755,1,I,CPL,PRLW,25,19,2.1264,0.6606,0.7573,21,3,1.7977,0.5905,0.6597,4,0,4,1,10,0,24,0,0,0,100,80,100,100,100,0,0,0,0,5.4,2.61,0.798,-0.26,0.288029,52.694,11.168,106.483,7.377,22.373,16.96,0.685,12.414,0.347,12.812,0.688,7.87,1.081,3.85,3.85
NWCA11-1709,4754,1,L,CPL,EH,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,100,100,0,0,0,0,0,0,2273.42,2249.62,2231.69,0.609176,20.87,6.612,60.388,2.1,12.706,11.66,0.905,5.279,-5.112,4.502,0.726,-1.1,0.732,7.566666667,7.566666667
NWCA11-1743,4355,1,L,EMU,PRLH,52,39,2.5942,0.6566,0.8764,47,3,2.4951,0.6481,0.8552,6,23,29,5,4,3,47,0,20,0,0,80,0,100,100,40,60,0,0,19.64,1412.75,1412.16,1411.11,1.19073,8.24,14.72,74.539,0.483,18.264,19.49,0.792,12.934,6.038,12.201,0.65,6.38,0.785,7.966666667,7.966666667
NWCA11-1743,4356,2,L,EMU,PRLH,59,40,2.3578,0.5782,0.8584,53,3,2.2464,0.5658,0.8368,7,26,33,5,4,2,55,0,0,0,40,60,20,100,100,60,60,0,0,11.12,1.32,0.46,8.00E-02,0.855697,66.527,19.446,159.254,9.684,27.578,24.98,0.501,21.07,11.743,21.574,0.469,17.17,0.603,,
NWCA11-1744,4357,1,M,EMU,PRLH,27,23,2.156,0.6542,0.8417,24,1,2.0316,0.6393,0.8254,2,14,16,3,0,1,24,80,100,0,0,0,20,80,100,100,20,0,0,3.02,3,0.559,0,0.696605,57.06,19.257,160.083,9.652,26.911,25.21,0.441,20.104,10.567,20.531,0.455,15,0.564,7.8,7.8
NWCA11-1744,4358,2,M,EMU,PRLH,33,27,2.3774,0.6799,0.8826,29,2,2.2643,0.6724,0.8684,3,18,21,3,1,1,31,60,20,0,0,0,20,80,100,80,60,0,0,6.44,0.52,0.457,0.4,0.765516,74.782,18.573,165.488,9.789,26.144,24.86,0.5,19.636,9.002,19.475,0.419,14.41,0.497,,
